Email_Text,Email_Type,cleaned_text,sentiment
"enron year end 2000 performance management process enron ' s year - end 2000 performance management process opens on : wednesday , october 25 th . during this process , you will be able to suggest reviewers who can provide feedback on your performance . in addition , you may be requested to provide feedback on fellow employees . to participate in the feedback process , access the performance management system ( pep ) at http : / / pep . corp . enron . com . your userid and password are provided below . the system will be open for feedback from october 25 th - november 17 th , and help desk representatives will be available to answer questions throughout the process . you may contact the help desk at : houston : 1 - 713 - 853 - 4777 , option 4 london : 44 - 207 - 783 - 4040 , option 4 e - mail : perfmgmt @ enron . com during the year - end prc process , employee profiles will be made available at meetings . if you haven ' t already done so , we encourage you to update your personal information and current responsibilities before the meeting process begins on november 20 th . please access ehronline at http : / / ehronline . enron . com ( london users please go to http : / / home . enron . co . uk , click on quick links , and choose hr online ) . your user id & password are : user id : 90012910 password : welcome",Safe Email,enron year end  performance management process enron  s year  end  performance management process opens on  wednesday  october  th  during this process  you will be able to suggest reviewers who can provide feedback on your performance  in addition  you may be requested to provide feedback on fellow employees  to participate in the feedback process  access the performance management system  pep  at http    pep  corp  enron  com  your userid and password are provided below  the system will be open for feedback from october  th  november  th  and help desk representatives will be available to answer questions throughout the process  you may contact the help desk at  houston          option  london          option  e  mail  perfmgmt  enron  com during the year  end prc process  employee profiles will be made available at meetings  if you haven  t already done so  we encourage you to update your personal information and current responsibilities before the meeting process begins on november  th  please access ehronline at http    ehronline  enron  com  london users please go to http    home  enron  co  uk  click on quick links  and choose hr online   your user id  password are  user id   password  welcome,0
"pluto / megs update louise , please see the attached correspondence below between ena , duke and mariner . via facsmille , ena has received a non - binding offer of $ 14 . 1 mm with a proposed effective date as of december 1 , 2001 , but the transaction would most likely close mid - december . a meeting has been set up between ena and mariner to discuss data needed to address remaining due dilgence items on 11 / 27 / 01 . a follow - up meeting with duke is scheduled for 11 / 28 / 01 . if you have any further questions , please contact me at my father ' s house ( 1 - 716 - 667 - 0107 ) or ms . lisa druzbik ( 713 - 853 - 9620 ) . lisa has been working with kevin miller to divest of the megs flowline and will be working tomorrow . regards , jean - - - - - original message - - - - - from : druzbik , lisa sent : tue 11 / 20 / 2001 3 : 15 pm to : ' sjosey @ mariner - energy . com ' cc : miller , kevin ; mrha , jean subject : fw : megs pipeline scott , thanks for the message . duke ' s non - binding offer made today is $ 14 . 1 mm in cash with a proposed effective date of december 1 , 2001 and includes an acceptable premium over the minimum cash flow stream ( duke faxed the offer letter , therefore , i cannot forward it electronically ) . duke e - mailed their outstanding due diligence items ( see attached e - mail ) ; we need mariner ' s assistance to answer many of the questions listed and to provide appropriate documentation . as mentioned earlier , kevin miller and i would like to meet with you and others at mariner to discuss the due diligence list and action plan ; we plan to come to your offices on monday , november 26 th at 1 : 30 . let me know if you have any questions or comments . thanks , lisa a . druzbik manager upstream products enron north america 713 - 853 - 9620 - - - - - original message - - - - - from : stephen p . noe [ ] sent : tuesday , november 20 , 2001 11 : 36 am to : druzbik , lisa ; miller , kevin subject : megs pipeline as we discussed , the following is a list of diligence items that we would like to explore further . this list is not all inclusive and we may need to discuss additional items as we continue with due diligence . please let me know when we could meet to discuss them further . kevin and i had tentatively scheduled a november 28 , 2001 meeting to discuss development of purchase and sale agreements and possibly some of the items listed below : assuming that the megs system includes the riser and topside equipment on marathon ' s sp 89 platform , we will need verify potential liability for the same and any agreements addressing such access . we would also like to review the production handling agreement between burlington / mariner and marathon to verify the impact it may have on the future operation of the system we will need a definitive representation from enron as to the status of the producers committment obligations as of december 1 , 2001 as defined in the gathering agreements , including any credits due from prior years excess flows . it is our understanding that for the month of december there will be a $ 93 , 000 credit to the payment due gatherer and there are no credits due in 2002 . in the gathering agreement "" project payout "" is referenced from the producer ' s joa . please provide verification that this payout has occured , the ownership percentage is now 51 % mariner and 49 % burlington and that there is no future change that could affect the megs agreements need to review sample invoices , sample gas and condensate measurement statements and demonstration of timely payment of such invoices by producers have there been any leaks incurred and / or reported on the system ? are there any outstanding environmental issues on this system ? it is assumed that enron / megs will be responsible to obtain any assignments / consents that may be required to complete the transaction . please verify that this will be done . the agreement stipulates that the insurance required is to include business interruption coverage . please provide the coverage declarations of the existing policy in effect for the system as a reference for defs please provide a contact person who can discuss the environmental status of the system with a defs ehs representative who is the mms right of way owner and who is the mms operator of record . please verify that the appropriate party has provided the mms with a "" certificate of financial responsibility "" we may want to schedule a site visit to sp 89 . please provide the contacts to make these arrangements we would like to review any additional pipeline engineering data and material specifications available , inspection and hydrostatic test reports , as - built drawings , environental reports / permits , rights of way / permit documents and other related engineering and construction information i will continue to provide you with additional questions that arise . thanks and please let me know if you have any questions . steve noe phone : ( 713 ) 627 - 6249 fax : ( 713 ) 627 - 6271",Safe Email,pluto  megs update louise  please see the attached correspondence below between ena  duke and mariner  via facsmille  ena has received a non  binding offer of     mm with a proposed effective date as of december     but the transaction would most likely close mid  december  a meeting has been set up between ena and mariner to discuss data needed to address remaining due dilgence items on       a follow  up meeting with duke is scheduled for       if you have any further questions  please contact me at my father  s house          or ms  lisa druzbik         lisa has been working with kevin miller to divest of the megs flowline and will be working tomorrow  regards  jean      original message      from  druzbik  lisa sent  tue         pm to   sjosey  mariner  energy  com  cc  miller  kevin  mrha  jean subject  fw  megs pipeline scott  thanks for the message  duke  s non  binding offer made today is     mm in cash with a proposed effective date of december    and includes an acceptable premium over the minimum cash flow stream  duke faxed the offer letter  therefore  i cannot forward it electronically   duke e  mailed their outstanding due diligence items  see attached e  mail   we need mariner  s assistance to answer many of the questions listed and to provide appropriate documentation  as mentioned earlier  kevin miller and i would like to meet with you and others at mariner to discuss the due diligence list and action plan  we plan to come to your offices on monday  november  th at     let me know if you have any questions or comments  thanks  lisa a  druzbik manager upstream products enron north america           original message      from  stephen p  noe   sent  tuesday  november       am to  druzbik  lisa  miller  kevin subject  megs pipeline as we discussed  the following is a list of diligence items that we would like to explore further  this list is not all inclusive and we may need to discuss additional items as we continue with due diligence  please let me know when we could meet to discuss them further  kevin and i had tentatively scheduled a november    meeting to discuss development of purchase and sale agreements and possibly some of the items listed below  assuming that the megs system includes the riser and topside equipment on marathon  s sp  platform  we will need verify potential liability for the same and any agreements addressing such access  we would also like to review the production handling agreement between burlington  mariner and marathon to verify the impact it may have on the future operation of the system we will need a definitive representation from enron as to the status of the producers committment obligations as of december    as defined in the gathering agreements  including any credits due from prior years excess flows  it is our understanding that for the month of december there will be a     credit to the payment due gatherer and there are no credits due in   in the gathering agreement  project payout  is referenced from the producer  s joa  please provide verification that this payout has occured  the ownership percentage is now   mariner and   burlington and that there is no future change that could affect the megs agreements need to review sample invoices  sample gas and condensate measurement statements and demonstration of timely payment of such invoices by producers have there been any leaks incurred and  or reported on the system  are there any outstanding environmental issues on this system  it is assumed that enron  megs will be responsible to obtain any assignments  consents that may be required to complete the transaction  please verify that this will be done  the agreement stipulates that the insurance required is to include business interruption coverage  please provide the coverage declarations of the existing policy in effect for the system as a reference for defs please provide a contact person who can discuss the environmental status of the system with a defs ehs representative who is the mms right of way owner and who is the mms operator of record  please verify that the appropriate party has provided the mms with a  certificate of financial responsibility  we may want to schedule a site visit to sp   please provide the contacts to make these arrangements we would like to review any additional pipeline engineering data and material specifications available  inspection and hydrostatic test reports  as  built drawings  environental reports  permits  rights of way  permit documents and other related engineering and construction information i will continue to provide you with additional questions that arise  thanks and please let me know if you have any questions  steve noe phone        fax       ,1
"begin forwarded text Date: Wed, 02 Oct 2002 01:30:24 -0400 From: ""John S. Denker"" Subject: Re: Optical analog computing? Sender: jsd@no.domain.spam To: ""R. A. Hettinga"" Cc: Digital Bearer Settlement List , cryptography@wasabisystems.com""R. A. Hettinga"" wrote: ... > ""the first computer to crack enigma was optical"" > ""the first synthetic-aperture-radar processor was optical"" > ""but all these early successes were classified -- 100 to 200 projects, > and I probably know of less than half."" > > --> Do these claims compute?! is this really a secret history, or does > this mean holography, of am I just completely out of the loop?1Gimme a break. This is remarkable for its lack of newsworthiness.1) Bletchley Park used optical sensors, which were (and still are) the best way to read paper tape at high speed. You can read about it in the standard accounts, e.g. http://www.picotech.com/applications/colossus.html2) For decades before that, codebreakers were using optical computing in the form of superposed masks to find patterns. You can read about it in Kahn.3) People have been doing opto-electronic computing for decades. There's a lot more to it than just holography. I get 14,000 hits from http://www.google.com/search?q=optical-computing> Optical info is a complex-valued wave (spatial frequency, amplitude and > phase)It isn't right to make it sound like three numbers (frequency, amplitude, and phase); actually there are innumerable frequencies, each of which has its own amplitude and phase.> lenses, refractions, and interference are the computational operators. > (add, copy, multiply, fft, correlation, convolution) of 1D and 2D arrays > > and, of course, massively parallel by default. > > and, of course, allows free-space interconnects.Some things that are hard with wires are easy with light-waves. But most things that are easy with wires are hard with light-waves.> Here's a commercialized effort from israel: a ""space integrating > vector-matric multiplier"" [ A ] B = [ C ] > laser-> 512-gate modulator -> spread over 2D > ""256 Teraflop equivalent"" for one multiply per nanosecond.People were doing smaller versions of that in the 1980s.> Unclassified example: acousto-optic spectrometer, 500 Gflops equivalent > (for 12 watts!) doing continuous FFTs. Launched in 1998 on a 2-year > mission. Submillimeter wave observatory.Not ""FFTs"". FTs. Fourier Transforms. All you need for taking a D=2 Fourier Transform is a lens. It's undergrad physics-lab stuff. I get 6,000 hits from: http://www.google.com/search?q=fourier-optics> Of course, the rest of the talk is about the promise of moving from > optoelectronic to all-optical processors (on all-optical nets & with > optical encryption, & so on).All optical??? No optoelectronics anywhere??? That's medicinal-grade pure snake oil, USP.Photons are well known for not interacting with each other. It's hard to do computing without interactions.--- end forwarded text -- ----------------- R. A. Hettinga The Internet Bearer Underwriting Corporation 44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'",Safe Email,begin forwarded text date wed  oct    from john s denker subject re optical analog computing sender jsdnodomainspam to r a hettinga cc digital bearer settlement list  cryptographywasabisystemscomr a hettinga wrote   the first computer to crack enigma was optical  the first syntheticapertureradar processor was optical  but all these early successes were classified   to  projects  and i probably know of less than half    do these claims compute is this really a secret history or does  this mean holography of am i just completely out of the loopgimme a break this is remarkable for its lack of newsworthiness bletchley park used optical sensors which were and still are the best way to read paper tape at high speed you can read about it in the standard accounts eg httpwwwpicotechcomapplicationscolossushtml for decades before that codebreakers were using optical computing in the form of superposed masks to find patterns you can read about it in kahn people have been doing optoelectronic computing for decades theres a lot more to it than just holography i get  hits from httpwwwgooglecomsearchqopticalcomputing optical info is a complexvalued wave spatial frequency amplitude and  phaseit isnt right to make it sound like three numbers frequency amplitude and phase actually there are innumerable frequencies each of which has its own amplitude and phase lenses refractions and interference are the computational operators  add copy multiply fft correlation convolution of d and d arrays   and of course massively parallel by default   and of course allows freespace interconnectssome things that are hard with wires are easy with lightwaves but most things that are easy with wires are hard with lightwaves heres a commercialized effort from israel a space integrating  vectormatric multiplier  a  b   c   laser gate modulator  spread over d   teraflop equivalent for one multiply per nanosecondpeople were doing smaller versions of that in the s unclassified example acoustooptic spectrometer  gflops equivalent  for  watts doing continuous ffts launched in  on a year  mission submillimeter wave observatorynot ffts fts fourier transforms all you need for taking a d fourier transform is a lens its undergrad physicslab stuff i get  hits from httpwwwgooglecomsearchqfourieroptics of course the rest of the talk is about the promise of moving from  optoelectronic to alloptical processors on alloptical nets  with  optical encryption  so onall optical no optoelectronics anywhere thats medicinalgrade pure snake oil uspphotons are well known for not interacting with each other its hard to do computing without interactions end forwarded text   r a hettinga the internet bearer underwriting corporation  farquhar street boston ma  usa  however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience  edward gibbon decline and fall of the roman empire,0
question : do you want to meet talk to a man goodbye font jujubeincredulous weatherbeaten afghanistanrescue conflict parsimoniousdumpy bereave roselandvivacious dutchess basophilicgreat egregious phagewaist dane esmarkapplicable vouch vacuofiance vivacity iridiumworsen,Phishing Email,question  do you want to meet talk to a man goodbye font jujubeincredulous weatherbeaten afghanistanrescue conflict parsimoniousdumpy bereave roselandvivacious dutchess basophilicgreat egregious phagewaist dane esmarkapplicable vouch vacuofiance vivacity iridiumworsen,0
"I wrote:
> [The bytecode interpreter] may improve non-antialiased rendering, but
> only at the expense of making a mess of antialiased rendering.Then again, perhaps the particular font I'm using just has bad
bytecodes.  That font is ""QuickType II"", grabbed off my Windows
partition, where it was installed by I-have-no-idea-which-application.Anybody else experimenting with bytecode-enabled freetype, presumably
with different fonts?  Do you find the same bad antialiased rendering
that I found, or do other fonts work well?_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",Safe Email,"i wrote
 the bytecode interpreter may improve nonantialiased rendering but
 only at the expense of making a mess of antialiased renderingthen again perhaps the particular font im using just has bad
bytecodes  that font is quicktype ii grabbed off my windows
partition where it was installed by ihavenoideawhichapplicationanybody else experimenting with bytecodeenabled freetype presumably
with different fonts  do you find the same bad antialiased rendering
that i found or do other fonts work well
rpmlist mailing list 
httplistsfreshrpmsnetmailmanlistinforpmlist
",0
"WE NEED HELP.  We are a 14 year old fortune 500 company, and we have 
grown 1000%!  We cannot keep up.  We are looking for individuals who 
want to work at home, and make a good living.So if you are looking to be employed from home with a career that has
vast opportunities, then go:http://www.lotsonet.com/opportunityand fill out our info form.  NO EXPERIENCE REQUIRED, WE WILL TRAIN YOU.
NO COMMITTMENT IS REQUIRED BY FILLING OUT THE FORM, IT IS FOR INFO
ONLY.http://www.lotsonet.com/opportunityYou want to be independent?  THEN MAKE IT HAPPEN!
HAPPEN!SIMPLY CLICK ON THE LINK BELOW FOR FREE, NO OBLIGATED INFORMATION!
GUARANTEED!http://www.lotsonet.com/opportunity
To be removed from our link simple go to:http://www.lotsonet.com/opportunity/remove.html",Phishing Email,"we need help  we are a  year old fortune  company and we have 
grown   we cannot keep up  we are looking for individuals who 
want to work at home and make a good livingso if you are looking to be employed from home with a career that has
vast opportunities then gohttpwwwlotsonetcomopportunityand fill out our info form  no experience required we will train you
no committment is required by filling out the form it is for info
onlyhttpwwwlotsonetcomopportunityyou want to be independent  then make it happen
happensimply click on the link below for free no obligated information
guaranteedhttpwwwlotsonetcomopportunity
to be removed from our link simple go tohttpwwwlotsonetcomopportunityremovehtml",0
"blue horseshoe meet me dear reader : we sometimes approach our analysts for their thoughts on emerging market sectors we ' re interested in . on certain occasions , they come to us with intriguing insights of certain aspects of the market that have caught their attention . as you know our track record speaks for itself we are happy to bring you another situation with huge upside potential we think this could be the one that when we look back shortly everyone will be saying i should have more . for more info click here ! ! ! remember : nothing ventured , nothing gained",Phishing Email,blue horseshoe meet me dear reader  we sometimes approach our analysts for their thoughts on emerging market sectors we  re interested in  on certain occasions  they come to us with intriguing insights of certain aspects of the market that have caught their attention  as you know our track record speaks for itself we are happy to bring you another situation with huge upside potential we think this could be the one that when we look back shortly everyone will be saying i should have more  for more info click here    remember  nothing ventured  nothing gained,1
"stuff. Seems to combine elements of Scientology/Xenu and David Icke (http://www.davidicke.com/icke/temp/reptconn.html).- Gordon----- Original Message ----- From: ""Mr. FoRK"" To: Sent: Monday, September 30, 2002 10:11 PM Subject: Dinosaurs Eggs and the Origins of Good and Evil > One of the most bizarre pages I've seen on the Web. At first I thought it > might be some sort of back-story to a RPG, but, nope, it looks like somebody > believes this. > > === > http://www.viking-z.org/r20i.htm > > M09. Dinosaurs Eggs and the Origins of Good and Evil. > DINOSAURS. Reptoid ETs are reported to be 12 foot high crocodiles walking on > their hind legs. This is a description of a dinosaur. It now appears in > Remote Viewing that the Reptoid ETs, dinosaurs and dragons are all linked > together and that they all originated on Earth. The Erideans who are Reptoid > derivatives have a home planet (in the Eridanus system) like all other ETs. > The Reptoids have no reported home planet. They also come over as entities > with little brain who control their bodies directly by spirit. This is a > description of a ghost or disincarnate entity regardless of how people see > them. Thus it could be that the Reptoids, Erideans, Nordics, Anunnaki, but > not the Greys, all have origins on Earth and have a strong link to Earth > even if they choose to live elsewhere. The Greys do not appear to have a > renal or urinary system and this points to them not originating on Earth. > The definitive work on dragons is ""The Flight of Dragons"" by Peter > Dickinson. If dragons did exist in the flesh, they did not survive the long > bow. Targets do not come much bigger. > > Truth is stranger than fiction. Thus the writer's current scenario is that > there were a race of dinosaurs which developed psychic intelligence to guard > their eggs and young, and who probably preferred to live underground. They > survived the wipe out of the dinosaurs 50 million years ago with difficulty. > They evolved into the Erideans and transferred to a more hospitable planet > (for them) possibly with the help of another race of ETs who wanted slaves > but otherwise had no interest in Earth or mind control. > > Thus it appears that the current Reptoids are the Spirits or ghosts of the > dinosaurs. They must have been powerful to survive 50 million years and also > to appear to some people. They have appeared to the writer in remote > viewing. They are living on as vampire entities. Such immortal minds are > contagious and can easily jump race and species barriers. If they can be > encouraged to reincarnate, then the power sources of the black magicians and > mind controllers will disappear. Encouraging them to reincarnate will help > so called immortal minds to disappear as immortal minds have great > difficulty surviving reincarnation. Purging people's dinosaurs should remove > all perverse psychic abilities not under their control. They are a source of > Satanic Guardian Angels and demons. They control us by owning our psi. Thus > if we regain ownership of psi, we must relinquish their control and that of > all other mind controllers. Encourage people to regain ownership of their > psi. > > THE ORIGINS OF LOVE, HATE AND PURE MALICE. The following scenario appears to > hold water and can account for the origins of our Universal Subconscious. > > Dinosaurs laid their eggs and buried them either underground or in piles of > rotting vegetation (a good source of beetles and grubs for young > hatchelings). They did not sit on their eggs to keep them warm, which made > them very vulnerable to drastic climate and temperature change. In order to > keep away predators some at least developed psychic mind control. To do this > they had to capture ownership of the psi of potential predators. This is an > act of hatred and outward looking. While a few dinosaurs did develop the > ability to bear living young, most did not. The dinosaurs got in first and > so their mind control tends to override all other latter minds. They have > become the source of all Satans, devils and demons. > > Birds on the other hand developed the ability to sit on their eggs and keep > them warm. A hen bird normally lays a series of eggs (say one per day) and > only starts sitting when the clutch is completely laid. Thus all eggs tend > to hatch together as they all have an equal period of warmth. This is > primarily an act of love but inward looking. Bearing live young is not > suitable to a bird of the air. A pregnant pigeon would not fly very far. > Antarctic penguins tuck a single egg between their legs to keep it warm, > even if they are standing on ice. > > Mammals developed live bearing of their young which is also primarily an act > of love and inward looking. This is especially true as a mammalian female > can not desert her young in the womb in case of emergency as can a bird > sitting on a nest. > > Dinosaurs developed hate and mind control of others to protect their young, > while birds and mammals developed love. Birds and mammals certainly do hate > all enemies of their young, but this is secondary. > > If one wants to purge the sources of malice of say a black magician, then > purge his dinosaurs and his dinosaur eggs. Unfortunately most of our > religions are based on dinosaur protection of eggs and thus mind control, > regardless of the front they put out to the public. Religion tends to > concentrate on ""How to Brainwash your Neighbour"". Conscious thought has > built many mighty empires, theologies and slave control systems out of using > ""How to care for and protect one's young"" as a foundation. > > Thus the foulest form of abuse possible is to call something ""A load of > dinosaur's eggs"". Purging the dinosaurs and dinosaur's eggs of any entity > tends to purge all malice back to its roots. > > It looks as if mighty immortal minds have built up from small beginnings, > aided and abetted by various occultists and other. As they will insist on > vampiring the living for energy to avoid reincarnation and disturbing the > serenity of the writer, he encourages them to reincarnate. > > ITEMS FOR INSPECTION. For mind control to take place, then someone must take > control or ownership of the target's psi and pleasure centres. Check for the > following. > > Nest of dinosaur's eggs, holy dinosaurs, etc. > Eggs, controllers or owners in peoples psi, pleasure centres, pain killing > hormones, abilities, etc. > Mind machines. > The original engraving or engram. > GOD and SATAN appear to be job titles and not entities in their own right. T > hey appear to be dinosaur engravings or engrams. No doubt dinosaurs were the > first job holders. > TIMETRACKS are worth investigating as our complete history from the start of > time. > > My, our, Man's timetracks, etc. > The time tracks of the Universe, Universal Subconscious, Galactic > Subconscious, etc. > EXTINCT RACES of ETs can cause problems when they live on in vampire mode. > Their virtues may known to channelers but they can also have vices. Whenever > one hears of races which have evolved on to higher planes, suspect that the > higher plane is a vampire one. One may never know what they looked like or > other basic characteristics, which makes linking back a trifle difficult. > Every extinct race, etc. > BLOOD ANCESTORS are also worth investigating as minds can be passed down via > genetic linkages. Some of these can be over 2,000 years old. > Every blood ancestor, ancestral mind, genetic mind, etc. >",Safe Email,stuff seems to combine elements of scientologyxenu and david icke httpwwwdavidickecomicketempreptconnhtml gordon original message  from mr fork to sent monday september    pm subject dinosaurs eggs and the origins of good and evil  one of the most bizarre pages ive seen on the web at first i thought it  might be some sort of backstory to a rpg but nope it looks like somebody  believes this     httpwwwvikingzorgrihtm   m dinosaurs eggs and the origins of good and evil  dinosaurs reptoid ets are reported to be  foot high crocodiles walking on  their hind legs this is a description of a dinosaur it now appears in  remote viewing that the reptoid ets dinosaurs and dragons are all linked  together and that they all originated on earth the erideans who are reptoid  derivatives have a home planet in the eridanus system like all other ets  the reptoids have no reported home planet they also come over as entities  with little brain who control their bodies directly by spirit this is a  description of a ghost or disincarnate entity regardless of how people see  them thus it could be that the reptoids erideans nordics anunnaki but  not the greys all have origins on earth and have a strong link to earth  even if they choose to live elsewhere the greys do not appear to have a  renal or urinary system and this points to them not originating on earth  the definitive work on dragons is the flight of dragons by peter  dickinson if dragons did exist in the flesh they did not survive the long  bow targets do not come much bigger   truth is stranger than fiction thus the writers current scenario is that  there were a race of dinosaurs which developed psychic intelligence to guard  their eggs and young and who probably preferred to live underground they  survived the wipe out of the dinosaurs  million years ago with difficulty  they evolved into the erideans and transferred to a more hospitable planet  for them possibly with the help of another race of ets who wanted slaves  but otherwise had no interest in earth or mind control   thus it appears that the current reptoids are the spirits or ghosts of the  dinosaurs they must have been powerful to survive  million years and also  to appear to some people they have appeared to the writer in remote  viewing they are living on as vampire entities such immortal minds are  contagious and can easily jump race and species barriers if they can be  encouraged to reincarnate then the power sources of the black magicians and  mind controllers will disappear encouraging them to reincarnate will help  so called immortal minds to disappear as immortal minds have great  difficulty surviving reincarnation purging peoples dinosaurs should remove  all perverse psychic abilities not under their control they are a source of  satanic guardian angels and demons they control us by owning our psi thus  if we regain ownership of psi we must relinquish their control and that of  all other mind controllers encourage people to regain ownership of their  psi   the origins of love hate and pure malice the following scenario appears to  hold water and can account for the origins of our universal subconscious   dinosaurs laid their eggs and buried them either underground or in piles of  rotting vegetation a good source of beetles and grubs for young  hatchelings they did not sit on their eggs to keep them warm which made  them very vulnerable to drastic climate and temperature change in order to  keep away predators some at least developed psychic mind control to do this  they had to capture ownership of the psi of potential predators this is an  act of hatred and outward looking while a few dinosaurs did develop the  ability to bear living young most did not the dinosaurs got in first and  so their mind control tends to override all other latter minds they have  become the source of all satans devils and demons   birds on the other hand developed the ability to sit on their eggs and keep  them warm a hen bird normally lays a series of eggs say one per day and  only starts sitting when the clutch is completely laid thus all eggs tend  to hatch together as they all have an equal period of warmth this is  primarily an act of love but inward looking bearing live young is not  suitable to a bird of the air a pregnant pigeon would not fly very far  antarctic penguins tuck a single egg between their legs to keep it warm  even if they are standing on ice   mammals developed live bearing of their young which is also primarily an act  of love and inward looking this is especially true as a mammalian female  can not desert her young in the womb in case of emergency as can a bird  sitting on a nest   dinosaurs developed hate and mind control of others to protect their young  while birds and mammals developed love birds and mammals certainly do hate  all enemies of their young but this is secondary   if one wants to purge the sources of malice of say a black magician then  purge his dinosaurs and his dinosaur eggs unfortunately most of our  religions are based on dinosaur protection of eggs and thus mind control  regardless of the front they put out to the public religion tends to  concentrate on how to brainwash your neighbour conscious thought has  built many mighty empires theologies and slave control systems out of using  how to care for and protect ones young as a foundation   thus the foulest form of abuse possible is to call something a load of  dinosaurs eggs purging the dinosaurs and dinosaurs eggs of any entity  tends to purge all malice back to its roots   it looks as if mighty immortal minds have built up from small beginnings  aided and abetted by various occultists and other as they will insist on  vampiring the living for energy to avoid reincarnation and disturbing the  serenity of the writer he encourages them to reincarnate   items for inspection for mind control to take place then someone must take  control or ownership of the targets psi and pleasure centres check for the  following   nest of dinosaurs eggs holy dinosaurs etc  eggs controllers or owners in peoples psi pleasure centres pain killing  hormones abilities etc  mind machines  the original engraving or engram  god and satan appear to be job titles and not entities in their own right t  hey appear to be dinosaur engravings or engrams no doubt dinosaurs were the  first job holders  timetracks are worth investigating as our complete history from the start of  time   my our mans timetracks etc  the time tracks of the universe universal subconscious galactic  subconscious etc  extinct races of ets can cause problems when they live on in vampire mode  their virtues may known to channelers but they can also have vices whenever  one hears of races which have evolved on to higher planes suspect that the  higher plane is a vampire one one may never know what they looked like or  other basic characteristics which makes linking back a trifle difficult  every extinct race etc  blood ancestors are also worth investigating as minds can be passed down via  genetic linkages some of these can be over  years old  every blood ancestor ancestral mind genetic mind etc ,1
empty,Phishing Email,empty,0
"will cut the years 3 . 51 % @ u ) m $ illions of amtserqaica 5 ns already re - f 8 tinanced ! free servicue ! 3 . 51 % here our economy is doing great . rates ar "" e at 40 year l { ows . and so should you . . . now is the tkime to tadyke advantage of the low ralte 4 s and save th _ o @ usian ~ ds of dollaros . acqpprova 9 l regardless of credit hisgtory ! nobotdy is turbned dsyow ! n . jwoilgn your nation and refiinnance hezar 3 e ! receptacle muong bray tip stature bracken clump gadgetry blair postposition ninety dendrite command goldwater foci ywca hydrophobia bestir angie uninominal physiochemical twice token befall slothful decrement huckster prolusion matchmake diorite sequin deliberate liaison launder lager certainty taiwan atlantes reserve spread abater stargaze schumacher ellis boxcar inshore camino contagion audible atkins lea crow plerase rmemove yoursel 4 rf , if yo 3 uu w - ould like to disconktinhue fuamrther mailing remov ? e htbere",Phishing Email,will cut the years      u  m  illions of amtserqaica  ns already re  f  tinanced  free servicue      here our economy is doing great  rates ar  e at  year l  ows  and so should you    now is the tkime to tadyke advantage of the low ralte  s and save th  o  usian  ds of dollaros  acqpprova  l regardless of credit hisgtory  nobotdy is turbned dsyow  n  jwoilgn your nation and refiinnance hezar  e  receptacle muong bray tip stature bracken clump gadgetry blair postposition ninety dendrite command goldwater foci ywca hydrophobia bestir angie uninominal physiochemical twice token befall slothful decrement huckster prolusion matchmake diorite sequin deliberate liaison launder lager certainty taiwan atlantes reserve spread abater stargaze schumacher ellis boxcar inshore camino contagion audible atkins lea crow plerase rmemove yoursel  rf  if yo  uu w  ould like to disconktinhue fuamrther mailing remov  e htbere,0
"Protect your financial well-being.
 Purchase an Extended Auto Warranty for your Car today. CLICK HERE for a FREE no obligation quote.
 http://www.takemetothesavings.com/warranty/
  
 Car troubles always seem to happen at the worst possible time. Protect yourself and your family with a quality Extended Warranty for your car, truck, or SUV, so that a large expense cannot hit you all at once. We cover most vehicles with less than 150,000 miles.
 
 Buy DIRECT! Our prices are 40-60% LESS!
 
 We offer fair prices and prompt, toll-free claims service.  Get an Extended Warranty on your car today.
 
 Warranty plan also includes:
 
 1)   24-Hour Roadside Assistance.
 2)   Rental Benefit.
 3)   Trip Interruption Intervention.
 4)   Extended Towing Benefit.
 
 CLICK HERE for a FREE no obligation quote.
 http://www.takemetothesavings.com/warranty/
        
       
       
       
      
 ---------------------------------------
 To unsubscribe, go to: 
 http://www.takemetothesavings.com/stopthemailplease/
 Please allow 48-72 hours for removal.",Phishing Email,"protect your financial wellbeing
 purchase an extended auto warranty for your car today click here for a free no obligation quote
 httpwwwtakemetothesavingscomwarranty
  
 car troubles always seem to happen at the worst possible time protect yourself and your family with a quality extended warranty for your car truck or suv so that a large expense cannot hit you all at once we cover most vehicles with less than  miles
 
 buy direct our prices are  less
 
 we offer fair prices and prompt tollfree claims service  get an extended warranty on your car today
 
 warranty plan also includes
 
    hour roadside assistance
    rental benefit
    trip interruption intervention
    extended towing benefit
 
 click here for a free no obligation quote
 httpwwwtakemetothesavingscomwarranty
        
       
       
       
      
 
 to unsubscribe go to 
 httpwwwtakemetothesavingscomstopthemailplease
 please allow  hours for removal",0
